GID,PRCL_KEY,PRCL_TYPE,LSTATUS,WSTATUS,GEOM_AREA,COMMENTS,TAG_X,TAG_Y,TAG_VALUE,TAG_SIZE,TAG_ANGLE,TAG_JUST,ID,DATE_STAMP,PROVINCE,MAJ_REGION,MAJ_CODE,MIN_REGION,MIN_CODE,PARCEL_NO,PORTION,SS_NAME,DSG_NO,SR_NO,SS_NO
433838,E124C038004200001244000000,E,S,C,381.890000,,27.136041,-32.683088,"1244",0.000020,0.000000,MC,C03800420000124400000,2009/08/19,EASTERN CAPE,KING WILLIAMS TOWN,C0380000,KEISKAMMAHOEK,C0380042,1244,0,,,,
433839,E124C038004200001245000000,E,S,C,381.760000,,27.136122,-32.683247,"1245",0.000020,0.000000,MC,C03800420000124500000,2009/08/19,EASTERN CAPE,KING WILLIAMS TOWN,C0380000,KEISKAMMAHOEK,C0380042,1245,0,,,,
433840,E124C038004200001246000000,E,S,C,327.920000,,27.135949,-32.683314,"1246",0.000020,0.000000,MC,C03800420000124600000,2009/08/19,EASTERN CAPE,KING WILLIAMS TOWN,C0380000,KEISKAMMAHOEK,C0380042,1246,0,,,,
433842,E124C038004200001248000000,E,S,C,327.970000,,27.135628,-32.683430,"1248",0.000020,0.000000,MC,C03800420000124800000,2009/08/19,EASTERN CAPE,KING WILLIAMS TOWN,C0380000,KEISKAMMAHOEK,C0380042,1248,0,,,,
433844,E124C038004200001250000000,E,S,C,327.970000,,27.135306,-32.683547,"1250",0.000020,0.000000,MC,C03800420000125000000,2009/08/19,EASTERN CAPE,KING WILLIAMS TOWN,C0380000,KEISKAMMAHOEK,C0380042,1250,0,,,,
433845,E124C038004200001251000000,E,S,C,327.980000,,27.135146,-32.683605,"1251",0.000020,0.000000,MC,C03800420000125100000,2009/08/19,EASTERN CAPE,KING WILLIAMS TOWN,C0380000,KEISKAMMAHOEK,C0380042,1251,0,,,,
434262,E124C038004200000803000000,E,S,C,859.260000,,27.149687,-32.688039,"803",0.000020,0.000000,MC,C03800420000080300000,2009/08/19,EASTERN CAPE,KING WILLIAMS TOWN,C0380000,KEISKAMMAHOEK,C0380042,803,0,,,,
431611,E124C038004200001078000000,E,S,C,307.030000,,27.135301,-32.682509,"1078",0.000020,0.000000,MC,C03800420000107800000,2009/08/19,EASTERN CAPE,KING WILLIAMS TOWN,C0380000,KEISKAMMAHOEK,C0380042,1078,0,,,,
431613,E124C038004200001080000000,E,S,C,307.050000,,27.135000,-32.682618,"1080",0.000020,0.000000,MC,C03800420000108000000,2009/08/19,EASTERN CAPE,KING WILLIAMS TOWN,C0380000,KEISKAMMAHOEK,C0380042,1080,0,,,,
431614,E124C038004200001081000000,E,S,C,307.050000,,27.134850,-32.682672,"1081",0.000020,0.000000,MC,C03800420000108100000,2009/08/19,EASTERN CAPE,KING WILLIAMS TOWN,C0380000,KEISKAMMAHOEK,C0380042,1081,0,,,,
431616,E124C038004200001083000000,E,S,C,342.060000,,27.134608,-32.682568,"1083",0.000020,0.000000,MC,C03800420000108300000,2009/08/19,EASTERN CAPE,KING WILLIAMS TOWN,C0380000,KEISKAMMAHOEK,C0380042,1083,0,,,,
431618,E124C038004200001085000000,E,S,C,307.050000,,27.134916,-32.682452,"1085",0.000020,0.000000,MC,C03800420000108500000,2009/08/19,EASTERN CAPE,KING WILLIAMS TOWN,C0380000,KEISKAMMAHOEK,C0380042,1085,0,,,,
432013,E124C038004200000016000000,E,S,C,4198.607361,,27.148566,-32.676683,"16",0.000020,0.001184,MC,C03800420000001600000,2014/03/19,EASTERN CAPE,KING WILLIAMS TOWN,C0380000,KEISKAMMAHOEK,C0380042,16,0,,,,
432014,E124C038004200000017000000,E,S,C,4098.961346,,27.149010,-32.676845,"17",0.000020,0.001188,MC,C03800420000001700000,2014/02/21,EASTERN CAPE,KING WILLIAMS TOWN,C0380000,KEISKAMMAHOEK,C0380042,17,0,,,,
432017,E124C038004200000020000000,E,S,C,4201.100746,,27.150352,-32.677318,"20",0.000020,0.001198,MC,C03800420000002000000,2014/03/19,EASTERN CAPE,KING WILLIAMS TOWN,C0380000,KEISKAMMAHOEK,C0380042,20,0,,,,
431633,E124C038004200001100000000,E,S,C,400.000000,,27.137913,-32.681039,"1100",0.000020,0.000000,MC,C03800420000110000000,2009/08/19,EASTERN CAPE,KING WILLIAMS TOWN,C0380000,KEISKAMMAHOEK,C0380042,1100,0,,,,
431634,E124C038004200001101000000,E,S,C,397.470000,,27.137766,-32.681093,"1101",0.000020,0.000000,MC,C03800420000110100000,2009/08/19,EASTERN CAPE,KING WILLIAMS TOWN,C0380000,KEISKAMMAHOEK,C0380042,1101,0,,,,
